"","rn","SYSTEM","RELEASE","CLASS","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","NPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC","nextClass","nextLCOM","deltaLCOM","absDeltaLCOM"
"365","147652","log4j","1.2.17","org.apache.log4j.net.SMTPAppender",51,0,0,14,128,1067,1,14,41,0.9242,890,0.9474,2,0,0.1471,0,0,16.0784,"org.apache.log4j.net.SMTPAppender",220,-847,847
"366","147676","log4j","1.3alpha-1","org.apache.log4j.net.SocketAppender",28,0,0,7,61,258,1,7,18,0.8915,455,0.1429,1,0,183,0,0,14.75,"org.apache.log4j.net.SocketAppender",207,-51,51
"367","147720","log4j","1.2.17","org.apache.log4j.net.SocketHubAppender",22,0,0,7,55,129,1,7,17,0.8701,338,0.8182,3,0,0.2013,0,0,13.8636,"org.apache.log4j.net.SocketHubAppender",48,-81,81
"368","147760","log4j","1.3alpha-1","org.apache.log4j.net.SocketNode",12,1,0,12,50,20,5,7,8,0.8409,306,0.75,4,0,0.2386,0,0,23.8333,"org.apache.log4j.net.SocketNode",1,-19,19
"369","147825","log4j","1.2.17","org.apache.log4j.net.SyslogAppender",22,0,0,8,65,105,0,8,17,0.9568,783,0.1875,1,0,0.2273,0,0,33.1364,"org.apache.log4j.net.SyslogAppender",58,-47,47
"370","148184","log4j","1.3alpha-6","org.apache.log4j.pattern.PatternConverter",12,0,16,23,17,52,19,4,8,0.8485,209,0,2,0,0.2597,0,0,15.9167,"org.apache.log4j.pattern.PatternConverter",2,-50,50
"371","148322","log4j","1.2.17","org.apache.log4j.Priority",13,1,1,22,18,44,22,1,10,0.9667,163,0,5,0,0.2833,0,0,10.3846,"org.apache.log4j.Priority",0,-44,44
"372","148345","log4j","1.2.17","org.apache.log4j.PropertyConfigurator",22,1,0,28,116,205,8,22,11,0.9448,1429,0.36,2,0,0.2409,0,0,62.8182,"org.apache.log4j.PropertyConfigurator",131,-74,74
"373","148916","log4j","1.3alpha-7","org.apache.log4j.spi.LoggerRepository",34,1,0,57,34,561,52,9,34,2,34,0,0,0,0.1446,0,0,0,"org.apache.log4j.spi.LoggerRepository",105,-456,456
"374","148942","log4j","1.3alpha-1","org.apache.log4j.spi.LoggingEvent",49,1,0,91,98,906,81,10,43,0.9248,764,0.6087,5,0,0.1354,1,1,14.1224,"org.apache.log4j.spi.LoggingEvent",759,-147,147
"375","149430","log4j","1.3alpha-1","org.apache.log4j.WriterAppender",20,0,2,8,41,118,2,6,13,0.6842,308,1,1,0,0.1938,0,0,14.25,"org.apache.log4j.WriterAppender",93,-25,25
"376","149454","log4j","1.3alpha-1","org.apache.log4j.xml.DOMConfigurator",31,1,0,21,132,409,1,21,11,0.9906,1706,0,2,0,0.1533,0,0,52.7742,"org.apache.log4j.xml.DOMConfigurator",3,-406,406
"377","149698","log4j","2.0-rc1","org.apache.logging.log4j.core.appender.AbstractAppender",15,0,9,26,26,51,17,9,13,0.7429,138,1,2,0,0.2222,0,0,7.8667,"org.apache.logging.log4j.core.appender.AbstractAppender",24,-27,27
"378","150639","log4j","2.0-rc1","org.apache.logging.log4j.core.appender.db.jpa.AbstractLogEventWrapperEntity$NullLogEvent",17,1,0,7,18,136,1,6,15,1.0625,52,1,0,0,0.3922,0,0,2,"org.apache.logging.log4j.core.appender.db.jpa.AbstractLogEventWrapperEntity$NullLogEvent",1,-135,135
"379","154039","log4j","2.4.1","org.apache.logging.log4j.core.async.AsyncLogger",24,0,0,48,90,194,7,46,7,0.9368,486,1,3,0,0.2138,0,0,18.7917,"org.apache.logging.log4j.core.async.AsyncLogger",111,-83,83
"380","154160","log4j","2.4.1","org.apache.logging.log4j.core.async.AsyncLoggerConfig",11,0,0,17,35,43,7,11,6,0.95,166,1,1,0,0.2545,0,0,13.9091,"org.apache.logging.log4j.core.async.AsyncLoggerConfig",24,-19,19
"381","154433","log4j","2.5","org.apache.logging.log4j.core.async.AsyncLoggerDisruptor",15,1,0,19,48,37,2,17,5,0.8482,325,1,0,0,0.2714,0,0,20.1333,"org.apache.logging.log4j.core.async.AsyncLoggerDisruptor",2,-35,35
"382","155207","log4j","2.0-rc1","org.apache.logging.log4j.core.config.ConfigurationFactory",16,1,3,23,71,78,8,16,7,0.95,486,0.8333,2,0,0.1833,0,0,28.625,"org.apache.logging.log4j.core.config.ConfigurationFactory",56,-22,22
"383","155885","log4j","2.0-beta6","org.apache.logging.log4j.core.config.LoggerConfig",32,0,3,30,89,324,14,17,23,0.8559,677,1,3,0,0.1252,0,0,19.6875,"org.apache.logging.log4j.core.config.LoggerConfig",257,-67,67
"384","157722","log4j","2.5","org.apache.logging.log4j.core.config.properties.PropertiesConfigurationFactory",14,0,0,19,81,91,1,19,3,1.0769,1240,1,0,0,0.5357,0,0,87,"org.apache.logging.log4j.core.config.properties.PropertiesConfigurationFactory",6,-85,85
"385","158220","log4j","2.0-rc1","org.apache.logging.log4j.core.filter.AbstractFilter",13,1,7,17,17,68,7,10,10,875,71,1,2,0,0.2197,0,0,4.1538,"org.apache.logging.log4j.core.filter.AbstractFilter",32,-36,36
"386","159588","log4j","2.0-beta8","org.apache.logging.log4j.core.impl.ThrowableProxy",28,2,0,11,96,312,5,7,13,0.8,1026,1,3,0.4565,0.1389,1,3,35.2857,"org.apache.logging.log4j.core.impl.ThrowableProxy",215,-97,97
"387","160413","log4j","2.4.1","org.apache.logging.log4j.core.jmx.LoggerContextAdmin",21,2,0,11,87,146,1,11,15,0.8857,404,1,1,0.2692,0.1929,0,0,17.9048,"org.apache.logging.log4j.core.jmx.LoggerContextAdmin",126,-20,20
"388","160511","log4j","2.5","org.apache.logging.log4j.core.jmx.Server",27,1,0,22,86,331,8,22,7,0.9038,715,0.6667,0,0,0.1923,0,0,25.2593,"org.apache.logging.log4j.core.jmx.Server",305,-26,26
"389","160718","log4j","2.4.1","org.apache.logging.log4j.core.layout.AbstractStringLayout",13,0,7,9,33,70,7,2,2,875,269,1,0,0,0.2917,0,0,19.2308,"org.apache.logging.log4j.core.layout.AbstractStringLayout",33,-37,37
"390","161159","log4j","2.5","org.apache.logging.log4j.core.layout.PatternLayout",18,0,0,41,52,129,30,14,12,0.9321,281,0.6923,5,0,0.1869,0,0,13.8889,"org.apache.logging.log4j.core.layout.PatternLayout",102,-27,27
"391","161938","log4j","2.0.2","org.apache.logging.log4j.core.LoggerContext",35,0,1,37,98,345,17,23,27,0.8064,752,0.9167,2,0,0.1684,0,0,20.1429,"org.apache.logging.log4j.core.LoggerContext",278,-67,67
"392","167644","log4j","2.0","org.apache.logging.log4j.core.util.Closer",13,1,0,6,20,78,6,0,12,2,76,0,0,0,0.1429,0,0,4.8462,"org.apache.logging.log4j.core.util.Closer",55,-23,23
"393","168642","log4j","2.0-rc1","org.apache.logging.log4j.Level",25,1,0,13,45,192,12,1,22,0.9167,345,0.3846,9,0,0.2431,1,1,12.28,"org.apache.logging.log4j.Level",167,-25,25
"394","168684","log4j","2.0-rc1","org.apache.logging.log4j.Logger",126,1,0,15,126,7875,10,5,126,2,126,0,0,0,0.3671,0,0,0,"org.apache.logging.log4j.Logger",7750,-125,125
"395","169186","log4j","2.0-beta9","org.apache.logging.log4j.message.LocalizedMessage",28,1,0,5,50,316,1,4,24,0.5185,567,1,1,0,0.3492,0,0,18.8571,"org.apache.logging.log4j.message.LocalizedMessage",295,-21,21
"396","169670","log4j","2.5","org.apache.logging.log4j.message.ParameterizedMessage",42,1,0,5,88,765,4,1,16,0.9695,1184,625,0,0,0.1825,1,1,26.8095,"org.apache.logging.log4j.message.ParameterizedMessage",110,-655,655
"397","170984","log4j","2.0-beta1","org.apache.logging.log4j.status.StatusLogger",21,0,0,12,55,156,4,9,8,0.8333,341,0.8889,2,0,0.2818,0,0,14.8095,"org.apache.logging.log4j.status.StatusLogger",99,-57,57
"398","171978","lucene","2.9.4","org.apache.lucene.analysis.CharArraySet",23,3,1,5,34,105,4,3,13,0.6136,582,1,0,0.5,0.2055,2,9,24.1304,"org.apache.lucene.analysis.CharArraySet",31,-74,74
"399","172213","lucene","2.9.4","org.apache.lucene.analysis.KeywordTokenizer",11,0,0,8,28,45,1,7,9,0.7143,179,0.7143,2,0,0.2987,0,0,14.6364,"org.apache.lucene.analysis.KeywordTokenizer",0,-45,45
"400","172646","lucene","1.9.1","org.apache.lucene.analysis.standard.CharStream",12,1,0,3,12,66,3,0,12,2,12,0,0,0,0.5833,0,0,0,"org.apache.lucene.analysis.standard.CharStream",45,-21,21
"401","172711","lucene","2.9.4","org.apache.lucene.analysis.standard.StandardAnalyzer",25,0,0,11,48,80,0,11,22,0.5833,365,0.6,0,0,0.2315,0,0,13.2,"org.apache.lucene.analysis.standard.StandardAnalyzer",14,-66,66
"402","172766","lucene","2.9.4","org.apache.lucene.analysis.standard.StandardTokenizer",20,0,0,13,44,74,3,11,16,0.8732,400,0.3182,5,0,0.2573,0,0,17.9,"org.apache.lucene.analysis.standard.StandardTokenizer",6,-68,68
"403","172842","lucene","3.3.0","org.apache.lucene.analysis.standard.UAX29URLEmailTokenizer",31,0,0,9,51,293,0,9,9,0.9142,1045,0.8085,4,0,0.2,0,0,31.1935,"org.apache.lucene.analysis.standard.UAX29URLEmailTokenizer",41,-252,252
"404","172896","lucene","3.6.2","org.apache.lucene.analysis.StopFilter",15,0,0,10,26,103,4,6,13,0.6429,153,1,2,0,381,0,0,9.0667,"org.apache.lucene.analysis.StopFilter",13,-90,90
"405","172996","lucene","4.10.4","org.apache.lucene.analysis.Token",33,0,0,9,52,430,0,9,31,0.5938,397,0.6667,2,0,0.2156,0,0,10.9394,"org.apache.lucene.analysis.Token",73,-357,357
"406","174501","lucene","4.10.4","org.apache.lucene.codecs.blocktree.BlockTreeTermsReader",13,0,0,24,63,30,7,18,7,0.8519,738,0.5556,2,0,0.1894,0,0,55.0769,"org.apache.lucene.codecs.blocktree.BlockTreeTermsReader",10,-20,20
"407","174538","lucene","6.1.0","org.apache.lucene.codecs.blocktree.BlockTreeTermsWriter",19,0,0,29,76,129,0,29,6,0.9101,871,381,0,0,141,0,0,43.7368,"org.apache.lucene.codecs.blocktree.BlockTreeTermsWriter",88,-41,41
"408","174679","lucene","4.10.4","org.apache.lucene.codecs.blocktree.IntersectTermsEnum",21,0,0,29,63,62,2,29,13,0.8083,1144,0.5,11,0,0.2056,0,0,52.9048,"org.apache.lucene.codecs.blocktree.IntersectTermsEnum",42,-20,20
"409","175319","lucene","4.8.1","org.apache.lucene.codecs.compressing.CompressingStoredFieldsReader",25,0,0,30,93,184,4,29,7,0.8095,988,0.9286,6,0,0.1319,0,0,37.96,"org.apache.lucene.codecs.compressing.CompressingStoredFieldsReader",164,-20,20
"410","175807","lucene","4.10.4","org.apache.lucene.codecs.compressing.CompressingTermVectorsWriter",37,0,0,38,136,204,4,37,13,902,2528,0.5882,11,0,0.1198,0,0,66.4054,"org.apache.lucene.codecs.compressing.CompressingTermVectorsWriter",135,-69,69
"411","179800","lucene","4.0.0-BETA","org.apache.lucene.codecs.lucene40.Lucene40TermVectorsReader$TVDocsAndPositionsEnum",13,0,0,5,17,36,1,4,10,0.7917,196,875,1,0,0.2667,0,0,13.4615,"org.apache.lucene.codecs.lucene40.Lucene40TermVectorsReader$TVDocsAndPositionsEnum",14,-22,22
"412","181387","lucene","4.8.1","org.apache.lucene.codecs.lucene45.Lucene45DocValuesProducer$CompressedBinaryDocValues$1",14,0,0,10,25,57,1,10,10,0.5846,298,0.6,4,0,0.1984,0,0,19.9286,"org.apache.lucene.codecs.lucene45.Lucene45DocValuesProducer$CompressedBinaryDocValues$1",31,-26,26
"413","184256","lucene","4.10.4","org.apache.lucene.codecs.TermVectorsWriter",16,1,2,22,59,118,9,13,13,0.8667,425,0,0,0,0.2222,0,0,25.5,"org.apache.lucene.codecs.TermVectorsWriter",89,-29,29
"414","184327","lucene","2.9.4","org.apache.lucene.document.AbstractField",26,1,4,11,36,167,5,6,23,0.8729,603,1,1,0,0.1731,0,0,21.5385,"org.apache.lucene.document.AbstractField",125,-42,42
"415","185014","lucene","5.5.2","org.apache.lucene.document.Field",39,1,12,29,93,301,14,15,38,0.6211,986,1,2,0,0.1463,0,0,24.1538,"org.apache.lucene.document.Field",0,-301,301
"416","185755","lucene","2.9.4","org.apache.lucene.document.Fieldable",24,1,0,22,24,276,21,1,24,2,24,0,0,0,0.2917,0,0,0,"org.apache.lucene.document.Fieldable",231,-45,45
"417","185810","lucene","4.9.0","org.apache.lucene.document.FieldType",29,1,0,23,38,298,19,4,28,0.8571,371,1,3,0,0.2069,0,0,11.3448,"org.apache.lucene.document.FieldType",247,-51,51
"418","186624","lucene","4.0.0-BETA","org.apache.lucene.index.AtomicReader",18,0,4,99,32,145,88,13,16,0.8235,242,0.5,1,0,0.4588,0,0,12.3333,"org.apache.lucene.index.AtomicReader",97,-48,48
"419","187187","lucene","5.5.2","org.apache.lucene.index.BufferedUpdatesStream",21,1,0,44,129,70,3,41,9,0.7375,1718,875,2,0,0.1433,0,0,80.4286,"org.apache.lucene.index.BufferedUpdatesStream",31,-39,39
"420","187342","lucene","3.6.2","org.apache.lucene.index.ByteSliceReader",12,0,0,8,18,26,5,3,10,0.5859,428,0,1,0,0.2576,0,0,33.9167,"org.apache.lucene.index.ByteSliceReader",0,-26,26
"421","187448","lucene","2.9.4","org.apache.lucene.index.CheckIndex",17,1,0,20,111,74,0,20,8,0.7813,1880,0.5,1,0,0.1667,0,0,109.2353,"org.apache.lucene.index.CheckIndex",31,-43,43
"422","188450","lucene","3.6.2","org.apache.lucene.index.ConcurrentMergeScheduler",26,0,1,11,81,197,3,9,13,0.8646,788,0.8462,2,0,0.1771,0,0,28.8077,"org.apache.lucene.index.ConcurrentMergeScheduler",129,-68,68
"423","188728","lucene","2.9.4","org.apache.lucene.index.DirectoryReader",58,0,1,36,176,521,7,35,33,0.8379,1985,0.8571,7,0,0.1035,0,0,32.8621,"org.apache.lucene.index.DirectoryReader",318,-203,203
"424","189352","lucene","2.9.4","org.apache.lucene.index.DocumentsWriter",81,1,0,52,196,2112,23,39,0,0.9423,3158,0.3824,15,0,0.0659,0,0,37.1481,"org.apache.lucene.index.DocumentsWriter",388,-1724,1724
"425","189672","lucene","4.8.1","org.apache.lucene.index.DocumentsWriterDeleteQueue",21,1,0,17,52,96,4,13,4,0.5571,414,0.7143,3,0,0.16,0,0,18.381,"org.apache.lucene.index.DocumentsWriterDeleteQueue",76,-20,20
"426","189983","lucene","5.5.2","org.apache.lucene.index.DocumentsWriterFlushControl",49,1,0,15,129,520,4,14,14,0.8141,1776,0.6538,7,0,0.1269,0,0,34.7143,"org.apache.lucene.index.DocumentsWriterFlushControl",472,-48,48
"427","190605","lucene","4.1.0","org.apache.lucene.index.DocValues",13,1,6,57,23,48,49,10,8,0.8333,100,0.6667,2,0,0.2917,0,0,6.4615,"org.apache.lucene.index.DocValues",15,-33,33
"428","190661","lucene","4.1.0","org.apache.lucene.index.DocValues$2",8,1,0,2,11,26,1,1,7,0.7143,44,0,0,0,0.5,0,0,4.375,"org.apache.lucene.index.DocValues$2",1,-25,25
"429","190689","lucene","4.1.0","org.apache.lucene.index.DocValues$3",9,0,0,5,12,32,1,4,7,875,61,0,1,0,0.3542,0,0,5.5556,"org.apache.lucene.index.DocValues$3",6,-26,26
"430","190740","lucene","4.9.0","org.apache.lucene.index.DocValues$5",7,0,0,3,9,21,1,2,6,2,25,0,0,0,0.4762,0,0,2.5714,"org.apache.lucene.index.DocValues$5",0,-21,21
"431","191197","lucene","4.10.4","org.apache.lucene.index.FieldInfo",23,1,0,97,38,93,94,3,14,0.6742,494,0.75,3,0,0.1869,0,0,19.9565,"org.apache.lucene.index.FieldInfo",40,-53,53
"432","191280","lucene","3.6.2","org.apache.lucene.index.FieldInfos",23,1,0,45,70,181,36,9,20,0.9383,689,0.2143,0,0,0.1983,0,0,28.3478,"org.apache.lucene.index.FieldInfos",29,-152,152
"433","191324","lucene","4.1.0","org.apache.lucene.index.FieldInfos$Builder",12,1,0,13,45,40,7,6,4,0.4545,237,0.3333,1,0,0.2909,0,0,18.5,"org.apache.lucene.index.FieldInfos$Builder",20,-20,20
"434","191535","lucene","2.9.4","org.apache.lucene.index.FieldsReader",27,1,0,23,73,165,5,19,1,0.7692,1116,0.8667,6,0,0.1923,0,0,39.7778,"org.apache.lucene.index.FieldsReader",130,-35,35
"435","192423","lucene","2.9.4","org.apache.lucene.index.FreqProxTermsWriter",12,0,0,22,53,64,1,21,2,0.9455,589,0.4,2,0,0.1736,0,0,47.6667,"org.apache.lucene.index.FreqProxTermsWriter",19,-45,45
"436","192503","lucene","4.8.1","org.apache.lucene.index.FreqProxTermsWriterPerField",18,0,0,32,75,39,1,32,4,0.7557,1265,0.2308,8,0,0.1538,0,0,68.5556,"org.apache.lucene.index.FreqProxTermsWriterPerField",0,-39,39
"437","192850","lucene","3.6.2","org.apache.lucene.index.IndexCommit",15,1,3,14,20,105,13,1,15,2,92,0,0,0,0.4,1,1,5.1333,"org.apache.lucene.index.IndexCommit",78,-27,27
"438","192957","lucene","3.3.0","org.apache.lucene.index.IndexFileDeleter",23,1,0,13,79,75,4,9,8,0.7066,1034,0.8182,3,0,0.2172,0,0,43.4783,"org.apache.lucene.index.IndexFileDeleter",0,-75,75
"439","193009","lucene","2.9.4","org.apache.lucene.index.IndexFileDeleter$CommitPoint",13,0,0,5,31,52,1,5,12,0.9091,168,0,1,0,0.2667,0,0,11.0769,"org.apache.lucene.index.IndexFileDeleter$CommitPoint",33,-19,19
"440","193367","lucene","3.6.2","org.apache.lucene.index.IndexReader",90,1,5,209,139,3869,189,23,75,0.9594,997,0.8889,8,0,0.1024,0,0,9.8778,"org.apache.lucene.index.IndexReader",501,-3368,3368
"441","193601","lucene","3.6.2","org.apache.lucene.index.IndexWriter",165,1,0,64,448,9402,26,47,98,0.8972,6515,0.6852,15,0,0.0486,0,0,38.1576,"org.apache.lucene.index.IndexWriter",4041,-5361,5361
"442","193907","lucene","4.10.4","org.apache.lucene.index.IndexWriterConfig",59,0,0,19,78,1663,3,18,51,1.0093,413,0.0769,1,0,0.0747,0,0,5.7797,"org.apache.lucene.index.IndexWriterConfig",1383,-280,280
"443","194264","lucene","4.10.4","org.apache.lucene.index.LiveIndexWriterConfig",35,1,1,26,57,499,9,21,31,0.9301,592,1,14,0,0.1643,0,0,15.2286,"org.apache.lucene.index.LiveIndexWriterConfig",355,-144,144
"444","194404","lucene","4.3.1","org.apache.lucene.index.LogMergePolicy",29,0,2,14,79,190,2,12,19,0.8738,1587,0.6,0,0,0.2143,0,0,53.2069,"org.apache.lucene.index.LogMergePolicy",46,-144,144
"445","194671","lucene","4.8.1","org.apache.lucene.index.MergePolicy",17,1,4,15,38,94,8,8,13,0.8125,301,0.8333,1,0,0.2222,0,0,16.3529,"org.apache.lucene.index.MergePolicy",67,-27,27
"446","194931","lucene","4.10.4","org.apache.lucene.index.MergePolicy$OneMerge",15,1,0,22,41,73,14,9,11,0.9286,301,0,1,0,0.2095,0,0,18.2,"org.apache.lucene.index.MergePolicy$OneMerge",41,-32,32
"447","195221","lucene","6.1.0","org.apache.lucene.index.MergeState$DocMap",9,1,0,6,22,34,0,6,6,0.75,109,0,0,0,0.3125,0,0,11,"org.apache.lucene.index.MergeState$DocMap",1,-33,33
"448","197219","lucene","1.9.1","org.apache.lucene.index.ParallelReader",30,0,0,14,86,223,3,14,24,0.8161,512,1,0,0,0.1636,0,0,15.8667,"org.apache.lucene.index.ParallelReader",193,-30,30
"449","197999","lucene","4.10.4","org.apache.lucene.index.SegmentCommitInfo",37,1,0,33,70,388,30,4,21,0.8098,573,0.9231,1,0,0.1723,0,0,14.1351,"org.apache.lucene.index.SegmentCommitInfo",322,-66,66
"450","198022","lucene","3.6.2","org.apache.lucene.index.SegmentCoreReaders",15,1,0,16,51,41,4,13,1,0.8492,541,0.1667,12,0,0.2738,0,0,33.8667,"org.apache.lucene.index.SegmentCoreReaders",4,-37,37
"451","198264","lucene","3.6.2","org.apache.lucene.index.SegmentInfo",44,1,0,32,95,306,23,9,24,0.8177,1793,0.68,1,0,0.1453,1,1,39.1818,"org.apache.lucene.index.SegmentInfo",200,-106,106
"452","198330","lucene","3.5.0","org.apache.lucene.index.SegmentInfos",63,1,0,39,166,1537,22,18,45,0.9409,1330,0.4,1,0,0.1005,0,0,19.6349,"org.apache.lucene.index.SegmentInfos",1148,-389,389
"453","198534","lucene","3.3.0","org.apache.lucene.index.SegmentMerger",22,1,0,41,128,43,2,40,3,0.8238,1564,0.9,7,0,0.1296,0,0,69.1818,"org.apache.lucene.index.SegmentMerger",6,-37,37
"454","198636","lucene","3.6.2","org.apache.lucene.index.SegmentReader",69,0,1,44,182,1124,18,35,34,0.8603,1777,0.55,7,0,0.1098,0,0,24.4638,"org.apache.lucene.index.SegmentReader",109,-1015,1015
"455","198756","lucene","2.3.0","org.apache.lucene.index.SegmentReader$Norm",16,1,0,5,28,86,1,5,3,0.8467,182,0.7,2,0,0.1852,0,0,9.75,"org.apache.lucene.index.SegmentReader$Norm",2,-84,84
"456","199233","lucene","5.5.2","org.apache.lucene.index.SlowCodecReaderWrapper$4",8,0,0,4,11,22,1,4,7,0.5714,34,0,1,0,0.3438,0,0,3.125,"org.apache.lucene.index.SlowCodecReaderWrapper$4",3,-19,19
"457","200739","lucene","2.3.0","org.apache.lucene.index.TermInfosReader",19,1,0,9,40,79,2,7,6,0.6667,558,1,6,0,307,0,0,27.7368,"org.apache.lucene.index.TermInfosReader",37,-42,42
"458","200962","lucene","5.5.2","org.apache.lucene.index.TermsEnum",18,1,13,91,32,151,82,11,16,0.9706,204,0.5,2,0,0.2288,0,0,10.2222,"org.apache.lucene.index.TermsEnum",89,-62,62
"459","201467","lucene","4.8.1","org.apache.lucene.index.TermVectorsConsumer",13,0,0,24,50,32,2,23,3,0.8125,416,0.0833,7,0,0.1944,0,0,30.0769,"org.apache.lucene.index.TermVectorsConsumer",11,-21,21
"460","201579","lucene","2.9.4","org.apache.lucene.index.TermVectorsReader",23,1,0,13,66,99,4,9,2,0.8476,1164,0.4706,4,0,0.2314,0,0,48.8696,"org.apache.lucene.index.TermVectorsReader",77,-22,22
"461","201590","lucene","2.9.4","org.apache.lucene.index.TermVectorsTermsWriter",15,0,0,18,60,37,4,17,4,0.7792,744,0,6,0,0.1905,0,0,47.8667,"org.apache.lucene.index.TermVectorsTermsWriter",0,-37,37
"462","201648","lucene","2.2.0","org.apache.lucene.index.TermVectorsWriter",15,1,0,13,54,41,2,11,10,0.8048,675,0.5333,5,0,237,0,0,43,"org.apache.lucene.index.TermVectorsWriter",2,-39,39
"463","201710","lucene","4.3.1","org.apache.lucene.index.TieredMergePolicy",35,0,0,15,94,367,3,14,27,0.8476,1723,0.9091,0,0,0.1471,0,0,47.9143,"org.apache.lucene.index.TieredMergePolicy",124,-243,243
"464","202260","lucene","1.9.1","org.apache.lucene.queryParser.CharStream",12,1,0,4,12,66,4,0,12,2,12,0,0,0,0.5833,0,0,0,"org.apache.lucene.queryParser.CharStream",45,-21,21
"465","202296","lucene","1.9.1","org.apache.lucene.queryParser.MultiFieldQueryParser",19,0,0,11,39,141,0,11,10,0.9167,570,0.25,0,0,0.2536,0,0,28.7895,"org.apache.lucene.queryParser.MultiFieldQueryParser",15,-126,126
"466","202332","lucene","1.9.1","org.apache.lucene.queryParser.QueryParser",61,1,1,30,143,1318,1,29,37,0.8915,2953,0.6154,11,0,0.1397,0,0,46.7705,"org.apache.lucene.queryParser.QueryParser",888,-430,430
"467","202970","lucene","2.9.4","org.apache.lucene.search.BooleanQuery",27,0,0,19,64,159,12,11,23,0.7462,463,1,0,0,0.1026,0,0,15.963,"org.apache.lucene.search.BooleanQuery",47,-112,112
"468","203190","lucene","4.7.2","org.apache.lucene.search.BooleanScorer",12,0,0,8,34,58,1,8,10,0.8636,364,875,3,0,0.2879,0,0,28.6667,"org.apache.lucene.search.BooleanScorer",0,-58,58
"469","203533","lucene","2.9.4","org.apache.lucene.search.BooleanScorer2",22,0,0,16,46,157,5,15,11,0.7857,416,1,3,0,0.2262,0,0,17.5455,"org.apache.lucene.search.BooleanScorer2",65,-92,92
"470","204033","lucene","4.10.4","org.apache.lucene.search.CachingCollector",14,0,2,6,27,65,2,6,7,0.8526,229,1,2,0,0.3516,0,0,14.5,"org.apache.lucene.search.CachingCollector",22,-43,43
"471","204432","lucene","5.3.2","org.apache.lucene.search.CachingWrapperQuery",19,0,0,14,49,47,1,14,15,0.8111,236,0.6,2,0,0.1316,0,0,11.1579,"org.apache.lucene.search.CachingWrapperQuery",21,-26,26
"472","204709","lucene","2.9.4","org.apache.lucene.search.ConjunctionScorer",11,0,1,6,22,21,3,4,10,0.4667,278,1,1,0,0.3273,0,0,24,"org.apache.lucene.search.ConjunctionScorer",0,-21,21
"473","205591","lucene","5.0.0","org.apache.lucene.search.DisjunctionScorer",17,0,2,5,28,26,2,3,7,0.5375,440,0.8,1,0,275,0,0,24.5882,"org.apache.lucene.search.DisjunctionScorer",0,-26,26
"474","205645","lucene","2.9.4","org.apache.lucene.search.DisjunctionSumScorer",17,0,1,9,44,52,2,7,13,0.5893,391,1,1,0,0.3412,0,0,21.5882,"org.apache.lucene.search.DisjunctionSumScorer",0,-52,52
"475","206586","lucene","3.6.2","org.apache.lucene.search.FieldCache",27,1,0,55,38,351,45,21,26,1.0032,84,0,11,0,0.3077,0,0,1.6667,"org.apache.lucene.search.FieldCache",276,-75,75
